Date,Product,Quantity,UnitPrice,StoreLocation,Discount,Salesperson,TotalPrice,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,discount_amount,lead_time_days,margin_ratio,order_month,Region_East,Region_North,Region_South,Region_West,CustomerType_Wholesale,season_Spring,season_Summer,season_Winter
2023-05-20,Monitor,13,90.86,Store A,0.0,Carlos,1181.18,Gift Card,SAVE10,0,REG100398,Cust 6033,16.74,2023-05-20,2023-05-25,Sophie,0.0,5,0.9858277315904435,5,0,0,1,0,1,1,0,0
2025-06-18,Desk,4,109.05,Store D,0.0,Diana,436.2,Gift Card,WINTER15,0,REG100399,Cust 4019,21.02,2025-06-18,2025-06-24,Eric,0.0,6,0.951811095827602,6,1,0,0,0,1,0,1,0
2023-02-23,Tablet,12,245.6,Store D,0.0,Bob,2947.2,Cash,FREESHIP,0,REG100400,Cust 4515,43.92,2023-02-23,2023-02-27,Wendy,0.0,4,0.9850977198697068,2,0,0,0,1,0,0,0,1
2024-11-09,Printer,15,380.03,Store A,0.0,Bob,5700.45,Online,FREESHIP,0,REG100401,Cust 7532,25.72,2024-11-09,2024-11-12,Eric,0.0,3,0.9954880755028112,11,1,0,0,0,0,0,0,0
2024-07-25,Tablet,3,417.58,Store D,0.05,Frank,1190.103,Gift Card,SAVE10,0,REG100402,Cust 8756,43.42,2024-07-25,2024-07-31,Sophie,62.637,6,0.9635157629213605,7,0,0,1,0,0,0,1,0
2023-08-19,Laptop,15,432.17,Store D,0.15,Frank,5510.1675,Debit Card,WINTER15,0,REG100403,Cust 7620,44.88,2023-08-19,2023-08-23,Wendy,972.3824999999999,4,0.9918550570377398,8,0,0,0,1,1,0,1,0
2023-11-13,Monitor,13,531.77,Store C,0.1,Bob,6221.709000000001,Online,SAVE10,0,REG100404,Cust 7368,37.91,2023-11-13,2023-11-15,Sophie,691.301,2,0.9939068188499334,11,0,0,1,0,0,0,0,0
2024-09-10,Tablet,13,442.99,Store A,0.05,Alice,5470.9265,Gift Card,SAVE10,0,REG100405,Cust 1319,37.12,2024-09-10,2024-09-18,Wendy,287.94350000000003,8,0.9932150431924099,9,0,0,0,1,1,0,0,0
2024-08-30,Chair,13,567.5,Store A,0.0,Eva,7377.5,Credit Card,FREESHIP,0,REG100406,Cust 9597,28.41,2024-08-30,2024-09-02,Cameron,0.0,3,0.9961491019993223,8,0,0,0,0,0,0,1,0
2024-11-10,Tablet,15,469.52,Store C,0.0,Alice,7042.799999999999,Credit Card,FREESHIP,0,REG100407,Cust 7369,35.6,2024-11-10,2024-11-17,Eric,0.0,7,0.9949451922530811,11,1,0,0,0,1,0,0,0
2023-04-13,Printer,1,396.09,Store D,0.15,Frank,336.6765,Credit Card,WINTER15,0,REG100408,Cust 8592,39.38,2023-04-13,2023-04-19,Eric,59.41349999999999,6,0.883033119329683,4,1,0,0,0,1,1,0,0
2023-11-20,Laptop,12,195.73,Store C,0.05,Alice,2231.322,Cash,SAVE10,0,REG100409,Cust 2337,37.09,2023-11-20,2023-11-27,Eric,117.43799999999999,7,0.9833775672000724,11,1,0,0,0,1,0,0,0
2025-04-14,Printer,5,412.24,Store B,0.15,Carlos,1752.02,Cash,FREESHIP,0,REG100410,Cust 9697,29.31,2025-04-14,2025-04-19,Ryan,309.17999999999995,5,0.9832707389185056,4,0,1,0,0,1,1,0,0
2023-03-04,Monitor,11,558.5,Store B,0.15,Carlos,5221.974999999999,Cash,WINTER15,0,REG100411,Cust 5895,48.15,2023-03-04,2023-03-09,Cameron,921.525,5,0.9907793507245822,3,0,0,0,0,0,1,0,0
2024-11-16,Laptop,4,175.34,Store C,0.15,Eva,596.156,Cash,FREESHIP,0,REG100412,Cust 9097,40.86,2024-11-16,2024-11-19,Ryan,105.204,3,0.9314608927864518,11,0,1,0,0,0,0,0,0
2024-05-25,Laptop,19,478.73,Store A,0.0,Frank,9095.87,Debit Card,WINTER15,0,REG100413,Cust 5938,46.46,2024-05-25,2024-06-02,Sophie,0.0,8,0.9948921873333723,5,0,0,1,0,0,1,0,0
2023-04-12,Desk,5,365.38,Store D,0.15,Alice,1552.865,Debit Card,SAVE10,0,REG100414,Cust 6928,5.66,2023-04-12,2023-04-15,Eric,274.035,3,0.9963551242381018,4,1,0,0,0,1,1,0,0
2023-03-07,Desk,10,397.33,Store B,0.15,Alice,3377.305,Credit Card,FREESHIP,0,REG100415,Cust 6223,10.2,2023-03-07,2023-03-13,Sophie,595.9949999999999,6,0.9969798404349031,3,0,0,1,0,0,1,0,0
2024-01-05,Chair,17,241.01,Store A,0.1,Bob,3687.453,Debit Card,WINTER15,0,REG100416,Cust 7614,24.69,2024-01-05,2024-01-11,Cameron,409.71700000000004,6,0.9933043214381309,1,0,0,0,0,0,0,0,1
2024-10-31,Desk,17,82.2,Store C,0.0,Alice,1397.4,Cash,WINTER15,0,REG100417,Cust 3231,32.5,2024-10-31,2024-11-10,Wendy,0.0,10,0.9767425218262488,10,0,0,0,1,1,0,0,0
2024-05-08,Monitor,16,170.77,Store C,0.1,Frank,2459.088,Online,SAVE10,0,REG100418,Cust 9123,45.93,2024-05-08,2024-05-14,Wendy,273.232,6,0.9813223438933459,5,0,0,0,1,0,1,0,0
2024-03-05,Monitor,1,8.2,Store C,0.15,Frank,6.969999999999999,Debit Card,FREESHIP,0,REG100419,Cust 7054,30.35,2024-03-05,2024-03-15,Cameron,1.2299999999999998,10,-3.354375896700144,3,0,0,0,0,1,1,0,0
2023-07-18,Laptop,12,425.78,Store A,0.1,Bob,4598.424,Online,FREESHIP,0,REG100420,Cust 4240,25.48,2023-07-18,2023-07-22,Ryan,510.936,4,0.9944589711605543,7,0,1,0,0,0,0,1,0
2023-08-05,Printer,20,121.14,Store C,0.1,Bob,2180.52,Credit Card,FREESHIP,0,REG100421,Cust 1237,21.47,2023-08-05,2023-08-14,Sophie,242.28000000000003,9,0.9901537247995892,8,0,0,1,0,0,0,1,0
2023-09-18,Tablet,19,448.13,Store D,0.0,Alice,8514.47,Debit Card,FREESHIP,0,REG100422,Cust 5513,28.29,2023-09-18,2023-09-20,Wendy,0.0,2,0.9966774209081715,9,0,0,0,1,1,0,0,0
2023-03-27,Laptop,8,7.81,Store D,0.1,Frank,56.232,Online,SAVE10,0,REG100423,Cust 1835,25.03,2023-03-27,2023-03-29,Sophie,6.248,2,0.5548797837530232,3,0,0,1,0,1,1,0,0
2023-03-08,Chair,19,191.44,Store C,0.15,Carlos,3091.756,Cash,WINTER15,0,REG100424,Cust 8492,35.54,2023-03-08,2023-03-17,Eric,545.604,9,0.988504914359348,3,1,0,0,0,1,1,0,0
2024-05-02,Desk,5,245.2,Store B,0.15,Eva,1042.1,Online,FREESHIP,0,REG100425,Cust 2451,46.37,2024-05-02,2024-05-06,Wendy,183.9,4,0.9555033106227809,5,0,0,0,1,0,1,0,0
2023-09-16,Desk,17,163.37,Store B,0.15,Eva,2360.6965,Gift Card,SAVE10,0,REG100426,Cust 4509,5.36,2023-09-16,2023-09-26,Ryan,416.5935,10,0.9977294836502701,9,0,1,0,0,1,0,0,0
2023-06-13,Tablet,14,583.96,Store C,0.0,Diana,8175.440000000001,Debit Card,WINTER15,0,REG100427,Cust 6643,23.03,2023-06-13,2023-06-22,Sophie,0.0,9,0.9971830262346736,6,0,0,1,0,0,0,1,0
2023-11-05,Desk,16,181.08,Store C,0.1,Carlos,2607.552,Online,WINTER15,0,REG100428,Cust 2559,39.84,2023-11-05,2023-11-08,Ryan,289.728,3,0.9847213018187173,11,0,1,0,0,0,0,0,0
2024-11-23,Tablet,8,414.94,Store A,0.0,Alice,3319.52,Debit Card,SAVE10,0,REG100429,Cust 4423,46.58,2024-11-23,2024-11-26,Sophie,0.0,3,0.9859678507736058,11,0,0,1,0,1,0,0,0
2024-02-09,Phone,16,442.22,Store B,0.0,Alice,7075.52,Cash,FREESHIP,0,REG100430,Cust 9139,27.36,2024-02-09,2024-02-18,Cameron,0.0,9,0.9961331463977207,2,0,0,0,0,0,0,0,1
2023-11-16,Printer,14,595.39,Store A,0.1,Bob,7501.914,Credit Card,SAVE10,0,REG100431,Cust 6668,9.51,2023-11-16,2023-11-22,Cameron,833.5459999999999,6,0.9987323235110399,11,0,0,0,0,1,0,0,0
2025-01-24,Monitor,6,175.3,Store A,0.15,Alice,894.0300000000001,Cash,SAVE10,0,REG100432,Cust 4315,17.92,2025-01-24,2025-01-29,Cameron,157.77,5,0.9799559298904958,1,0,0,0,0,1,0,0,1
2025-05-06,Tablet,7,319.59,Store C,0.15,Carlos,1901.5605,Gift Card,WINTER15,0,REG100433,Cust 8000,8.47,2025-05-06,2025-05-09,Cameron,335.56949999999995,3,0.995545763597845,5,0,0,0,0,1,1,0,0
2025-05-17,Printer,15,506.81,Store A,0.15,Bob,6461.827499999999,Cash,FREESHIP,0,REG100434,Cust 7585,41.03,2025-05-17,2025-05-27,Eric,1140.3225,10,0.9936504030786957,5,1,0,0,0,0,1,0,0
2023-11-29,Laptop,17,538.08,Store A,0.05,Eva,8689.992,Debit Card,FREESHIP,0,REG100435,Cust 3127,19.61,2023-11-29,2023-12-01,Cameron,457.36800000000005,2,0.9977433811216396,11,0,0,0,0,0,0,0,0
2023-02-24,Chair,16,187.84,Store A,0.0,Alice,3005.44,Credit Card,SAVE10,0,REG100436,Cust 4130,18.65,2023-02-24,2023-02-26,Sophie,0.0,2,0.9937945858177172,2,0,0,1,0,0,0,0,1
2023-11-04,Laptop,18,426.3,Store A,0.15,Carlos,6522.39,Credit Card,FREESHIP,0,REG100437,Cust 6956,29.81,2023-11-04,2023-11-10,Sophie,1151.01,6,0.9954295894603051,11,0,0,1,0,1,0,0,0
2024-06-15,Desk,1,498.35,Store B,0.1,Alice,448.515,Online,FREESHIP,0,REG100438,Cust 8155,34.7,2024-06-15,2024-06-22,Eric,49.83500000000001,7,0.9226335797019052,6,1,0,0,0,0,0,1,0
2024-10-02,Tablet,19,385.72,Store A,0.05,Carlos,6962.246,Cash,SAVE10,0,REG100439,Cust 8852,12.46,2024-10-02,2024-10-06,Ryan,366.434,4,0.9982103476378169,10,0,1,0,0,0,0,0,0
2023-06-03,Tablet,3,54.37,Store B,0.1,Frank,146.799,Credit Card,WINTER15,0,REG100440,Cust 2850,48.71,2023-06-03,2023-06-13,Wendy,16.311,10,0.668185750584132,6,0,0,0,1,1,0,1,0
2023-09-10,Phone,6,471.74,Store C,0.15,Carlos,2405.874,Online,FREESHIP,0,REG100441,Cust 9572,36.79,2023-09-10,2023-09-18,Eric,424.566,8,0.9847082598673081,9,1,0,0,0,0,0,0,0
2025-05-20,Printer,19,322.31,Store B,0.15,Bob,5205.306500000001,Cash,FREESHIP,0,REG100442,Cust 6253,33.95,2025-05-20,2025-05-22,Cameron,918.5835000000001,2,0.993477809616014,5,0,0,0,0,0,1,0,0
2023-09-24,Tablet,13,115.86,Store A,0.1,Diana,1355.562,Cash,FREESHIP,0,REG100443,Cust 4154,28.52,2023-09-24,2023-10-03,Ryan,150.61800000000002,9,0.9789607557603415,9,0,1,0,0,1,0,0,0
2025-03-29,Tablet,18,398.26,Store B,0.1,Bob,6451.812000000001,Debit Card,FREESHIP,0,REG100444,Cust 2137,16.8,2025-03-29,2025-04-04,Eric,716.868,6,0.9973960803569601,3,1,0,0,0,0,1,0,0
2023-06-17,Chair,4,584.8,Store B,0.1,Eva,2105.28,Online,FREESHIP,0,REG100445,Cust 8157,16.44,2023-06-17,2023-06-25,Eric,233.92,8,0.9921910624715002,6,1,0,0,0,0,0,1,0
2024-01-28,Printer,20,424.7,Store B,0.15,Bob,7219.9,Online,FREESHIP,0,REG100446,Cust 4861,42.03,2024-01-28,2024-02-05,Wendy,1274.1,8,0.9941785897311598,1,0,0,0,1,1,0,0,1
2023-03-14,Chair,16,179.22,Store D,0.1,Alice,2580.768,Online,WINTER15,0,REG100447,Cust 7493,45.99,2023-03-14,2023-03-17,Cameron,286.752,3,0.9821797232451737,3,0,0,0,0,0,1,0,0
2025-01-09,Laptop,12,148.66,Store A,0.0,Diana,1783.92,Online,FREESHIP,0,REG100448,Cust 7073,27.16,2025-01-09,2025-01-17,Eric,0.0,8,0.9847751020225122,1,1,0,0,0,1,0,0,1
2025-03-30,Phone,16,460.43,Store B,0.15,Bob,6261.848,Online,WINTER15,0,REG100449,Cust 9085,20.38,2025-03-30,2025-04-06,Cameron,1105.032,7,0.9967453697374961,3,0,0,0,0,1,1,0,0
2023-10-23,Tablet,5,334.37,Store B,0.05,Carlos,1588.2575,Credit Card,FREESHIP,0,REG100450,Cust 3247,32.13,2023-10-23,2023-10-28,Eric,83.5925,5,0.9797702828414158,10,1,0,0,0,0,0,0,0
2025-06-08,Monitor,3,599.72,Store D,0.15,Alice,1529.286,Online,WINTER15,0,REG100451,Cust 8504,14.93,2025-06-08,2025-06-14,Wendy,269.874,6,0.9902372741266185,6,0,0,0,1,0,0,1,0
2024-02-26,Monitor,11,389.84,Store D,0.0,Alice,4288.24,Gift Card,SAVE10,0,REG100452,Cust 4164,10.24,2024-02-26,2024-02-29,Wendy,0.0,3,0.9976120739510849,2,0,0,0,1,1,0,0,1
2024-10-30,Chair,11,445.75,Store A,0.1,Frank,4412.925,Online,SAVE10,0,REG100453,Cust 9592,18.07,2024-10-30,2024-11-07,Eric,490.32500000000005,8,0.9959052102630342,10,1,0,0,0,1,0,0,0
2024-08-19,Laptop,18,96.84,Store A,0.15,Frank,1481.652,Cash,SAVE10,0,REG100454,Cust 7450,8.1,2024-08-19,2024-08-23,Sophie,261.468,4,0.9945331292368249,8,0,0,1,0,1,0,1,0
2023-07-30,Chair,1,528.31,Store C,0.1,Alice,475.479,Online,FREESHIP,0,REG100455,Cust 4186,24.55,2023-07-30,2023-08-09,Cameron,52.830999999999996,10,0.9483678564142686,7,0,0,0,0,1,0,1,0
2024-08-13,Monitor,16,64.03,Store A,0.0,Carlos,1024.48,Gift Card,WINTER15,0,REG100456,Cust 3305,16.71,2024-08-13,2024-08-23,Ryan,0.0,10,0.98368928627206,8,0,1,0,0,1,0,1,0
2023-11-04,Printer,13,179.37,Store A,0.05,Eva,2215.2195,Online,FREESHIP,0,REG100457,Cust 9768,35.28,2023-11-04,2023-11-12,Ryan,116.5905,8,0.9840738130013752,11,0,1,0,0,0,0,0,0
2025-06-05,Printer,19,491.15,Store C,0.0,Frank,9331.85,Online,FREESHIP,0,REG100458,Cust 1179,48.68,2025-06-05,2025-06-15,Eric,0.0,10,0.9947834566565044,6,1,0,0,0,0,0,1,0
2023-06-23,Printer,5,360.34,Store C,0.0,Carlos,1801.7,Gift Card,FREESHIP,0,REG100459,Cust 2546,33.76,2023-06-23,2023-06-28,Ryan,0.0,5,0.9812621413109841,6,0,1,0,0,1,0,1,0
2024-09-21,Laptop,20,296.8,Store A,0.1,Frank,5342.400000000001,Gift Card,FREESHIP,0,REG100460,Cust 2672,19.57,2024-09-21,2024-09-28,Sophie,593.6,7,0.9963368523510033,9,0,0,1,0,0,0,0,0
2024-01-01,Desk,3,599.42,Store A,0.1,Bob,1618.434,Online,SAVE10,0,REG100461,Cust 3394,48.02,2024-01-01,2024-01-03,Sophie,179.826,2,0.9703293430563125,1,0,0,1,0,1,0,0,1
2025-01-02,Laptop,1,374.33,Store B,0.0,Carlos,374.33,Credit Card,FREESHIP,0,REG100462,Cust 1649,33.31,2025-01-02,2025-01-12,Wendy,0.0,10,0.9110143456308605,1,0,0,0,1,1,0,0,1
2024-03-14,Desk,13,588.8,Store D,0.15,Frank,6506.24,Cash,SAVE10,0,REG100463,Cust 6994,45.03,2024-03-14,2024-03-21,Ryan,1148.1599999999999,7,0.9930789518984852,3,0,1,0,0,1,1,0,0
2024-05-04,Monitor,13,198.44,Store D,0.0,Carlos,2579.72,Cash,SAVE10,0,REG100464,Cust 9879,31.51,2024-05-04,2024-05-09,Wendy,0.0,5,0.9877854961003519,5,0,0,0,1,1,1,0,0
2025-02-27,Printer,12,384.2,Store A,0.0,Eva,4610.4,Cash,FREESHIP,0,REG100465,Cust 9069,38.99,2025-02-27,2025-03-02,Sophie,0.0,3,0.9915430331424606,2,0,0,1,0,0,0,0,1
2024-11-13,Phone,4,475.49,Store B,0.15,Frank,1616.666,Cash,WINTER15,0,REG100466,Cust 3712,11.6,2024-11-13,2024-11-17,Cameron,285.294,4,0.9928247393091709,11,0,0,0,0,1,0,0,0
2023-10-31,Printer,6,202.97,Store C,0.1,Eva,1096.038,Gift Card,WINTER15,0,REG100467,Cust 3829,43.55,2023-10-31,2023-11-10,Wendy,121.782,10,0.960265976179658,10,0,0,0,1,0,0,0,0
2023-12-19,Tablet,18,135.23,Store C,0.0,Diana,2434.14,Online,WINTER15,0,REG100468,Cust 1623,46.1,2023-12-19,2023-12-24,Cameron,0.0,5,0.9810610729045988,12,0,0,0,0,1,0,0,1
2023-11-27,Tablet,20,356.4,Store C,0.05,Diana,6771.599999999999,Cash,FREESHIP,0,REG100469,Cust 3532,26.7,2023-11-27,2023-12-03,Sophie,356.40000000000003,6,0.9960570618465355,11,0,0,1,0,1,0,0,0
2023-08-15,Laptop,3,294.72,Store C,0.05,Alice,839.952,Cash,SAVE10,0,REG100470,Cust 4712,45.33,2023-08-15,2023-08-18,Eric,44.208000000000006,3,0.9460326304360249,8,1,0,0,0,1,0,1,0
2023-01-16,Phone,20,553.85,Store A,0.0,Frank,9736.104374999999,Cash,WINTER15,0,REG100471,Cust 6211,33.21,2023-01-16,2023-01-24,Wendy,0.0,8,0.997001895820168,1,0,0,0,1,0,0,0,1
2025-02-28,Tablet,13,81.17,Store D,0.1,Frank,949.6890000000001,Cash,SAVE10,0,REG100472,Cust 1222,48.21,2025-02-28,2025-03-08,Cameron,105.52100000000002,8,0.949236013052694,2,0,0,0,0,0,0,0,1
2023-11-28,Phone,2,532.51,Store B,0.0,Carlos,1065.02,Credit Card,WINTER15,0,REG100473,Cust 6208,49.67,2023-11-28,2023-12-01,Wendy,0.0,3,0.953362378171302,11,0,0,0,1,1,0,0,0
2023-12-04,Printer,1,268.19,Store B,0.1,Carlos,241.371,Gift Card,WINTER15,0,REG100474,Cust 5942,9.48,2023-12-04,2023-12-13,Wendy,26.819000000000003,9,0.9607243620816088,12,0,0,0,1,1,0,0,1
2024-06-21,Printer,17,432.65,Store A,0.15,Frank,6251.7925,Cash,FREESHIP,0,REG100475,Cust 1745,18.85,2024-06-21,2024-06-29,Sophie,1103.2575,8,0.9969848647407923,6,0,0,1,0,0,0,1,0
2025-03-17,Desk,14,123.04,Store A,0.1,Diana,1550.304,Cash,WINTER15,0,REG100476,Cust 2679,43.28,2025-03-17,2025-03-26,Eric,172.25600000000003,9,0.9720828947096828,3,1,0,0,0,1,1,0,0
2023-08-17,Desk,16,454.54,Store B,0.1,Bob,6545.376,Online,FREESHIP,0,REG100477,Cust 9907,20.55,2023-08-17,2023-08-19,Cameron,727.2640000000001,2,0.9968603789912145,8,0,0,0,0,0,0,1,0
2023-08-30,Monitor,11,414.58,Store D,0.05,Diana,4332.361,Cash,WINTER15,0,REG100478,Cust 5750,25.33,2023-08-30,2023-09-05,Cameron,228.019,6,0.9941533034758646,8,0,0,0,0,1,0,1,0
2025-06-16,Phone,9,352.91,Store B,0.1,Bob,2858.571,Cash,FREESHIP,0,REG100479,Cust 5717,30.57,2025-06-16,2025-06-18,Eric,317.619,2,0.9893058454731402,6,1,0,0,0,1,0,1,0
2023-06-29,Chair,10,126.46,Store A,0.1,Eva,1138.14,Online,WINTER15,0,REG100480,Cust 7995,26.96,2023-06-29,2023-07-09,Ryan,126.46,10,0.9763122287240585,6,0,1,0,0,0,0,1,0
2023-08-13,Monitor,7,125.02,Store D,0.0,Carlos,875.14,Credit Card,FREESHIP,0,REG100481,Cust 5572,12.45,2023-08-13,2023-08-20,Ryan,0.0,7,0.9857737047786639,8,0,1,0,0,1,0,1,0
2024-04-29,Tablet,20,367.24,Store A,0.05,Carlos,6977.559999999999,Gift Card,FREESHIP,0,REG100482,Cust 1721,45.67,2024-04-29,2024-05-07,Wendy,367.24,8,0.9934547320266683,4,0,0,0,1,1,1,0,0
2023-07-15,Monitor,8,432.12,Store B,0.0,Diana,3456.96,Credit Card,WINTER15,0,REG100483,Cust 2641,42.1,2023-07-15,2023-07-25,Wendy,0.0,10,0.9878216699065074,7,0,0,0,1,0,0,1,0
2025-01-17,Tablet,3,13.33,Store D,0.1,Eva,35.991,Cash,SAVE10,0,REG100484,Cust 9769,17.62,2025-01-17,2025-01-23,Ryan,3.9990000000000006,6,0.5104331638465172,1,0,1,0,0,0,0,0,1
2025-02-21,Printer,13,105.93,Store C,0.0,Bob,1377.09,Debit Card,FREESHIP,0,REG100485,Cust 1718,38.96,2025-02-21,2025-03-03,Eric,0.0,10,0.9717084576897661,2,1,0,0,0,0,0,0,1
2023-07-19,Monitor,20,526.55,Store A,0.0,Alice,9736.104374999999,Debit Card,FREESHIP,0,REG100486,Cust 1210,25.64,2023-07-19,2023-07-26,Wendy,0.0,7,0.9975652834488653,7,0,0,0,1,1,0,1,0
2024-09-29,Phone,11,339.78,Store A,0.05,Diana,3550.701,Debit Card,WINTER15,0,REG100487,Cust 7710,11.56,2024-09-29,2024-10-06,Wendy,186.87900000000002,7,0.9967443048569846,9,0,0,0,1,0,0,0,0
2024-10-17,Laptop,10,91.75,Store D,0.15,Frank,779.875,Cash,WINTER15,0,REG100488,Cust 1428,37.27,2024-10-17,2024-10-21,Eric,137.625,4,0.9522102901105947,10,1,0,0,0,1,0,0,0
2025-06-11,Phone,15,13.66,Store B,0.1,Alice,184.41,Debit Card,FREESHIP,0,REG100489,Cust 2810,38.04,2025-06-11,2025-06-17,Eric,20.490000000000002,6,0.793720514071905,6,1,0,0,0,0,0,1,0
2024-01-19,Desk,6,148.23,Store B,0.1,Eva,800.4419999999999,Credit Card,FREESHIP,0,REG100490,Cust 2234,19.58,2024-01-19,2024-01-29,Wendy,88.93799999999999,10,0.9755385149704787,1,0,0,0,1,0,0,0,1
2023-12-03,Chair,11,495.03,Store D,0.15,Frank,4628.5305,Cash,WINTER15,0,REG100491,Cust 9602,27.37,2023-12-03,2023-12-05,Eric,816.7995,2,0.9940866761059477,12,1,0,0,0,1,0,0,1
2024-06-19,Chair,6,247.2,Store A,0.05,Diana,1409.04,Credit Card,FREESHIP,0,REG100492,Cust 2546,18.75,2024-06-19,2024-06-27,Cameron,74.16,8,0.9866930676205076,6,0,0,0,0,1,0,1,0
2024-10-16,Tablet,19,207.45,Store C,0.05,Bob,3744.472499999999,Debit Card,SAVE10,0,REG100493,Cust 5032,11.5,2024-10-16,2024-10-21,Wendy,197.0775,5,0.996928806393958,10,0,0,0,1,0,0,0,0
2025-01-23,Laptop,2,370.78,Store D,0.15,Diana,630.3259999999999,Online,FREESHIP,0,REG100494,Cust 4297,20.45,2025-01-23,2025-01-27,Eric,111.234,4,0.9675564707786128,1,1,0,0,0,1,0,0,1
2023-10-02,Laptop,9,146.72,Store A,0.1,Diana,1188.432,Credit Card,FREESHIP,0,REG100495,Cust 6944,10.45,2023-10-02,2023-10-10,Cameron,132.048,8,0.9912069011941785,10,0,0,0,0,1,0,0,0
2023-11-05,Desk,12,159.85,Store D,0.1,Alice,1726.38,Cash,WINTER15,0,REG100496,Cust 4136,32.61,2023-11-05,2023-11-07,Eric,191.82,2,0.9811107635630627,11,1,0,0,0,0,0,0,0
2023-06-18,Printer,13,181.68,Store C,0.05,Diana,2243.748,Gift Card,SAVE10,0,REG100497,Cust 7460,14.69,2023-06-18,2023-06-23,Sophie,118.09200000000001,5,0.9934529189552481,6,0,0,1,0,1,0,1,0
2024-07-15,Phone,16,34.16,Store A,0.15,Bob,464.576,Cash,SAVE10,0,REG100498,Cust 3960,36.33,2024-07-15,2024-07-21,Cameron,81.984,6,0.921799662487946,7,0,0,0,0,0,0,1,0
2024-06-14,Laptop,2,287.43,Store C,0.1,Diana,517.374,Cash,WINTER15,0,REG100499,Cust 5530,25.34,2024-06-14,2024-06-23,Cameron,57.486000000000004,9,0.9510218913203988,6,0,0,0,0,1,0,1,0
2024-04-05,Monitor,15,405.95,Store D,0.15,Eva,5175.8625,Gift Card,FREESHIP,0,REG100500,Cust 3160,32.04,2024-04-05,2024-04-10,Eric,913.3874999999999,5,0.9938097273642799,4,1,0,0,0,1,1,0,0
2023-02-27,Laptop,1,430.61,Store B,0.0,Alice,430.61,Gift Card,WINTER15,0,REG100501,Cust 9641,14.53,2023-02-27,2023-03-07,Ryan,0.0,8,0.9662571700610763,2,0,1,0,0,0,0,0,1
2023-07-31,Laptop,5,508.05,Store D,0.0,Frank,2540.25,Credit Card,WINTER15,0,REG100502,Cust 9742,35.63,2023-07-31,2023-08-09,Wendy,0.0,9,0.9859738214742643,7,0,0,0,1,0,0,1,0
2023-03-03,Laptop,13,522.97,Store C,0.15,Carlos,5778.8185,Debit Card,FREESHIP,0,REG100503,Cust 1144,33.9,2023-03-03,2023-03-10,Wendy,1019.7915,7,0.9941337489661598,3,0,0,0,1,0,1,0,0
2023-04-26,Laptop,17,260.25,Store D,0.1,Frank,3981.825,Credit Card,SAVE10,0,REG100504,Cust 2936,23.26,2023-04-26,2023-04-28,Sophie,442.425,2,0.9941584574912257,4,0,0,1,0,1,1,0,0
2024-10-19,Phone,6,549.21,Store B,0.1,Eva,2965.734,Credit Card,WINTER15,0,REG100505,Cust 3035,12.29,2024-10-19,2024-10-27,Eric,329.52600000000007,8,0.9958560005718652,10,1,0,0,0,0,0,0,0
2024-06-30,Printer,17,472.33,Store C,0.15,Carlos,6825.1685,Debit Card,WINTER15,0,REG100506,Cust 1717,22.63,2024-06-30,2024-07-04,Cameron,1204.4415,4,0.9966843309436243,6,0,0,0,0,0,0,1,0
2024-10-11,Laptop,9,596.83,Store A,0.0,Eva,5371.47,Cash,WINTER15,0,REG100507,Cust 4456,6.43,2024-10-11,2024-10-19,Wendy,0.0,8,0.9988029347645988,10,0,0,0,1,0,0,0,0
2025-06-14,Monitor,15,154.04,Store D,0.1,Alice,2079.54,Cash,FREESHIP,0,REG100508,Cust 6435,24.53,2025-06-14,2025-06-23,Cameron,231.06,9,0.9882041220654567,6,0,0,0,0,0,0,1,0
2024-12-22,Laptop,18,500.44,Store D,0.1,Bob,8107.128000000001,Credit Card,FREESHIP,0,REG100509,Cust 9352,8.87,2024-12-22,2024-12-30,Eric,900.792,8,0.9989059010786557,12,1,0,0,0,1,0,0,1
2024-04-22,Tablet,5,382.17,Store C,0.0,Diana,1910.85,Credit Card,FREESHIP,0,REG100510,Cust 6746,17.72,2024-04-22,2024-04-25,Wendy,0.0,3,0.9907266399769736,4,0,0,0,1,1,1,0,0
2025-01-25,Chair,3,365.54,Store B,0.15,Frank,932.1270000000001,Online,FREESHIP,0,REG100511,Cust 8189,45.89,2025-01-25,2025-01-29,Ryan,164.49300000000002,4,0.9507685111578144,1,0,1,0,0,0,0,0,1
2024-11-13,Laptop,5,270.13,Store C,0.15,Eva,1148.0525,Credit Card,FREESHIP,0,REG100512,Cust 8470,15.74,2024-11-13,2024-11-19,Ryan,202.5975,6,0.9862898255959549,11,0,1,0,0,0,0,0,0
2023-03-16,Tablet,2,480.15,Store D,0.15,Diana,816.255,Online,FREESHIP,0,REG100513,Cust 1044,42.07,2023-03-16,2023-03-21,Eric,144.045,5,0.9484597337841728,3,1,0,0,0,0,1,0,0
2023-05-06,Laptop,18,414.77,Store C,0.1,Eva,6719.273999999999,Credit Card,FREESHIP,0,REG100514,Cust 4010,28.55,2023-05-06,2023-05-15,Ryan,746.586,9,0.995751029054627,5,0,1,0,0,1,1,0,0
